Key;English;;;;;;;;;;;;;
intern_druze_title;Article 3: Druze Internment Camps;;;;;;;;;;;;;
intern_druze_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Druze from the rest of the population. In the execution of this, first of all, is the seizing of the Druze population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Druze are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Druze self-government with Druze officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police.\n\nAdds 1 point to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_jews_title;Article 3: Jewish Internment Camps;;;;;;;;;;;;;
intern_jews_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Jews from the rest of the population. In the execution of this, first of all, is the seizing of the Jewish population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Jews are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Jewish self-government with Jewish officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police.\n\nAdds 1 point to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_yazidi_title;Article 3: Yazidi Internment Camps;;;;;;;;;;;;;
intern_yazidi_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Yazidi from the rest of the population. In the execution of this, first of all, is the seizing of the Yazidi population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Yazidi are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Yazidi self-government with Yazidi officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police.\n\nAdds 1 point to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_mahayana_title;Article 3: Mahayana Internment Camps;;;;;;;;;;;;;
intern_mahayana_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Mahayana from the rest of the population. In the execution of this, first of all, is the seizing of the Mahayana population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Mahayana are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Mahayana self-government with Mahayana officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police.\n\nAdds 12 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_gelugpa_title;Article 3: Gelugpa Internment Camps;;;;;;;;;;;;;
intern_gelugpa_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Gelugpa from the rest of the population. In the execution of this, first of all, is the seizing of the Gelugpa population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Gelugpa are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Gelugpa self-government with Gelugpa officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police.\n\nAdds 2 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_hindu_title;Article 3: Hindu Internment Camps;;;;;;;;;;;;;
intern_hindu_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Hindus from the rest of the population. In the execution of this, first of all, is the seizing of the Hindu population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Hindus are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Hindu self-government with Hindu officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police.\n\nAdds 10 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_shinto_title;Article 3: Shinto Internment Camps;;;;;;;;;;;;;
intern_shinto_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Shintos from the rest of the population. In the execution of this, first of all, is the seizing of the Shinto population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Shintos are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Shinto self-government with Shinto officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police.;;;;;;;;;;;;;
intern_theravada_title;Article 3: Theravada Internment Camps;;;;;;;;;;;;;
intern_theravada_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Theravadas from the rest of the population. In the execution of this, first of all, is the seizing of the Theravada population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Theravadas are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Theravada self-government with Theravada officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police.\n\nAdds 4 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_sikh_title;Article 3: Sikh Internment Camps;;;;;;;;;;;;;
intern_sikh_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Sikhs from the rest of the population. In the execution of this, first of all, is the seizing of the Sikh population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Sikhs are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Sikh self-government with Sikh officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police.\n\nAdds 4 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
intern_animist_title;Article 3: Animist Internment Camps;;;;;;;;;;;;;
intern_animist_desc;The first main goal of the $COUNTRY_ADJ$ measures must be strict segregation of the Animists from the rest of the population. In the execution of this, first of all, is the seizing of the Animist population by the introduction of a registration order and similar appropriate measures. All rights of freedom for the Animists are to be withdrawn. They are to be placed in internment camps and at the same time are to be separated according to sexes. These internment camps can be placed under the supervision of their own  Animist self-government with Animist officials. The guarding of the boundaries between the internment camps and the outer world, is, however, the duty of the Police.\n\nAdds 4 points to the "slowdown" scale. Starting at 4 points, every 2 points will decrease speed by 20%.;;;;;;;;;;;;;
cancel_internment_camps_title;Revoke Directive No. 1;;;;;;;;;;;;;
cancel_internment_camps_desc;Too much international attention has been drawn to $CAPITAL$ due to Directive No. 1. The $COUNTRY_ADJ$ $MONARCHTITLE$ decided that it's time to dismantle the apparatus  that facilitated the Directive, in order to cast aside any international doubt over the integrity of the $COUNTRY_ADJ$ government. After this, rebuilding such infrastructure back could take a while.;;;;;;;;;;;;;
internment_camps_title;Directive No. 1;;;;;;;;;;;;;
internment_camps_desc;Directives for the prosecution of offences committed against the $COUNTRY_ADJ$ State\n\nWithin our nation's territories, elements hostile to $COUNTRY$ have increased their efforts against the $COUNTRY_ADJ$ State. The amount and the danger of these machinations oblige us to take severe measures as a determent. First of all the following directives are to be applied:\nI. Within the occupied territories, the adequate punishment for offences committed against the $COUNTRY_ADJ$ State or the occupying power which endanger their security or a state of readiness is on principle the death penalty.\nII. The offences listed in paragraph I as a rule are to be dealt with in the occupied countries only if it is probable that sentence of death will be passed upon the offender, at least the principal offender, and if the trial and the execution can be completed in a very short time.\nIII. Prisoners are subjected to military procedure only if particular military interests require this. In case $COUNTRY_ADJ$ or foreign authorities inquire about such prisoners, they are to be told that they were arrested, but that the proceedings do not allow any further information.\nIV. Commanders and the Court authorities within the framework of their jurisdiction, are personally responsible for the observance of this decree.\nV. The Chief of the High Command of the Armed Forces determines in which occupied territories this decree is to be applied. He is authorized to explain and to issue executive orders and supplements. The $COUNTRY_ADJ$ Minister of Justice will issue executive orders within his own jurisdiction.;;;;;;;;;;;;;
claim_tsushima_title;Claim Daemado;;;;;;;;;;;;;
claim_tsushima_desc;The island of Daemado, known by the Japanese as Tsushima, has since ancient times been part of Korea, despite the occupation by foreign Japanese forces. It's time we rectify this and claim the island for the glory of Korea!;;;;;;;;;;;;;
integrate_the_metis_title;Integrate the M閠is;;;;;;;;;;;;;
integrate_the_metis_desc;While the M閠is initially developed as the mixed-race descendants of early unions between First Nations and colonial-era European settlers, within generations (particularly in central and western Canada), a distinct M閠is culture developed. Integrating these people close to Canada will allow us to squash national dreams as they become more and more Canadian.;;;;;;;;;;;;;
cleanup_colonial_cores_title;AI: Colonial Core Cleanup;;;;;;;;;;;;;
cleanup_colonial_cores_desc;AI: Colonial Core Cleanup;;;;;;;;;;;;;
rename_bourbon_island_title;Rename Bourbon Island;;;;;;;;;;;;;
rename_bourbon_island_desc;The French Indian Ocean Territory is known for several names - Reunion Island, Bourbon Island, Bonaparte Island. But now it is the time to give it a more appropriate name - one more in line with the current French government.;;;;;;;;;;;;;
ionian_lose_accepted_cultures_title;Greek Supremacy in the Ionian Islands;;;;;;;;;;;;;
ionian_lose_accepted_cultures_desc;There has been a shift in the political balance and the Ionian islands now have a policy of Greek supremacy.;;;;;;;;;;;;;
election_start_player_title;AI: Election Start;;;;;;;;;;;;;
election_start_player_desc;AI: Election Start;;;;;;;;;;;;;
election_end_player_title;AI: Election Ends;;;;;;;;;;;;;
election_end_player_desc;AI: Election Ends;;;;;;;;;;;;;
release_galicia_lodomeria_title;The Galician Protectorate;;;;;;;;;;;;;
release_galicia_lodomeria_desc;With the recent enclave in Galicia-Lodomeria formed, we have no option but to grant them greater autonomy to rule themselves.;;;;;;;;;;;;;
integrate_kuwait_title;Integrate Kuwait;;;;;;;;;;;;;
integrate_kuwait_desc;The sheikhs of Kuwait have long come to $CAPITAL$ to pay their respects to the $COUNTRY_ADJ$ Sultan. This suzerainty was, for the most part, informal and de jure. But in recent years the relations between the $COUNTRY_ADJ$ government and Kuwait got closer and that suzerainty became a de facto reality. Now it is the time to take the final step and integrate Kuwait fully in the $COUNTRY_ADJ$ bureaucracy. The sheikhs of Kuwait will continue to live in Kuwait and will hold some small power in local politics, but all decisions and should and will come from $CAPITAL$.;;;;;;;;;;;;;
occupy_syrian_desert_title;Occupy the Syrian Desert;;;;;;;;;;;;;
occupy_syrian_desert_desc;From the Tigris to the Mediterranean, the Syrian desert is a vast landscape of of desert, semidesert and barren wastelands home to nomadic and seminomadic pastoralists. $COUNTRY_ADJ$ government claims authority through much of the area, but our claims are just that - the nomadic population recognizes no authority. Senior figures in $CAPITAL$ have come up with plans to establish several military bases in the areas we claim, thus enforcing an effective occupation of the desert. Such a move, however, will likely be mirrored by any nations with a stake in the Syrian wastelands.;;;;;;;;;;;;;
move_capital_to_belgrade_title;Move Capital to Belgrade;;;;;;;;;;;;;
move_capital_to_belgrade_desc;Belgrade has historically been the capital of Serbia. Now that the Ottoman garrison left the city, it would be auspicious to move our nation's capital to our old historical capital, as a showcase of our newly found independence.;;;;;;;;;;;;;
remove_war_focus_title;Remove War Focus;;;;;;;;;;;;;
remove_war_focus_desc;We are not at war anymore, the focus is useless.;;;;;;;;;;;;;
warn_imperialism_cb_is_available_title;Impending Imperialism;;;;;;;;;;;;;
warn_imperialism_cb_is_available_desc;Will we survive the foreign onslaught?;;;;;;;;;;;;;
haussmanns_renovations_title;Haussmann's Renovations;;;;;;;;;;;;;
haussmanns_renovations_desc;The Haussmann Plan was a project for the modernization and urban renewal of Paris, carried out between 1852 and 1870. The project was initiated after a period of rapid urban growth and development, as the old city centre of Paris had proven itself incapable of meeting the infrastructure demands of a growing city. The long, open boulevards championed by Hausmann have remained defining characteristics of Paris' street layout ever since. The reforms are estimated to cost 50,000ぇW paid now or in instalments.;;;;;;;;;;;;;
accept_the_flemish_title;Embrace the Flemish;;;;;;;;;;;;;
accept_the_flemish_desc;The $COUNTRY_ADJ$ made several mistakes when dealing with the Flemish. The Protestant/Catholic divide and political ostracization, among other things, led to the Belgian Revolution. It's time we try and repair our relationship, implement effective freedom of religion and give them equal rights. Bowing down to them will dent our international prestige, but it will allow us to live in peace once again.;;;;;;;;;;;;;
create_vietnamese_protectorate_title;Declare a Protectorate over Vietnam;;;;;;;;;;;;;
create_vietnamese_protectorate_desc;To fulfil the $COUNTRY_ADJ$ ambitions of an Indochinese colony, senior figures in $CAPITAL$ concocted a plan to justify and declare a protectorate over Vietnam. Now, we can put that plan into motion.;;;;;;;;;;;;;
first_annexiation_limburg_title;The Limburg Question;;;;;;;;;;;;;
first_annexiation_limburg_desc;With the end of the Austrian-led customs union known as German Confederation and the rise of a modern, intertwined German state, the duchy of Limburg became an outdated promise - one that was part of the defunct German Confederation. Limburg is internationally recognized as an integral part of the Netherlands but as the Germans set their eyes and ambitions on the complete unification of all German Confederation states, the duchy became a dangerous compromise. Several senior figures in $CAPITAL$ are preparing an order for the $MONARCHTITLE$ to sign, declaring the extinction of the old duchy of Limburg and its full integration in the Netherlands. The Germans, however, might try to protest this move.;;;;;;;;;;;;;
ostend_manifesto_title;Ostend Manifesto;;;;;;;;;;;;;
ostend_manifesto_desc;The Ostend Manifesto proposes that the island of Cuba should be annexed to the United States as a slave state, to balance the expected influx of new free-states in the West. By supporting the manifesto, we can calm tension over the slavery issue domestically, but it might reduce our standing with the European Great Powers significantly. The Manifesto also proposes a shift in foreign policy, justifying the use of force to seize Cuba in the name of national security in case its owners are not willing to sell it to us.;;;;;;;;;;;;;
revoke_back_to_africa_act_player_title;Revoke the Back to Africa Act;;;;;;;;;;;;;
revoke_back_to_africa_act_player_desc;We can revoke the 'Back to Africa Act' but dismantling the structure built around it will mean that any efforts to re-instate it will take a while.;;;;;;;;;;;;;
back_to_africa_act_title;Back to Africa Act;;;;;;;;;;;;;
back_to_africa_act_desc;The $COUNTRY_ADJ$ Colonization Society was an early advocate of the idea of resettling $COUNTRY_ADJ$-born blacks in Africa. Founded in 1816, it was composed of two core groups: abolitionists and slave owners. Abolitionist members believed in freeing African slaves, along with their descendants, and providing them with the opportunity to return to Africa. Slave owning members believed free blacks endangered the system of slavery and sought to expel them from $COUNTRY$. Their efforts were ultimately fruitless as they didn't attract a significant numbers of colonizers. With the support of the $COUNTRY_ADJ$ government, however, resettling won't be optional. By signing the "Back to Africa Act" we can fulfil their purpose, this time through the forceful repatriation of the Afro-$COUNTRY_ADJ$ community in our core territories. It won't be fast and it will attract a lot of negative attention from around the international community, but we can continue on the work of the $COUNTRY_ADJ$ Colonization Society in repatriating the African diaspora in $COUNTRY$.;;;;;;;;;;;;;
revoke_back_to_africa_act_title;Revoke the Back to Africa Act;;;;;;;;;;;;;
revoke_back_to_africa_act_desc;We can revoke the 'Back to Africa Act' but dismantling the structure built around it will mean that any efforts to re-instate it will take a while.;;;;;;;;;;;;;
return_colonies_from_dismantled_tag_title;The Return of Our Colonies;;;;;;;;;;;;;
return_colonies_from_dismantled_tag_desc;With the recent defeat of a colonial power, our claims to one of our colonies they own are once again at the spotlight. The international community at large agrees that these colonies should be returned to the $COUNTRY_ADJ$ government - we just need to take the necessary steps to get them back.;;;;;;;;;;;;;
release_colonies_that_werent_annexed_title;Colonial Freedom;;;;;;;;;;;;;
release_colonies_that_werent_annexed_desc;Our former overlords were defeated and we earned our freedom. Hurrah!;;;;;;;;;;;;;
meiji_daijokan_ordinances_title;The Daijokan Ordinances - Land Reform;;;;;;;;;;;;;
meiji_daijokan_ordinances_desc;The $COUNTRY_ADJ$ Government announced the reformation of the land taxation system in $YEAR$ as part of the Daijokan Ordinances in Japan. The government initially ordered individual farmers to measure the plots of their land themselves, calculate their taxes, and submit the results to local tax officials. However, difficulties arose with the honesty of the measuring system when the budget showed that collected taxes fell far below projected values. Private land ownership was recognized for the first time in Japan with the issuing of land titles. The previous practice of land ownership was the Public Land Public Citizen Laws, which stated that all land was under the sole ownership of the emperor, such that individual farmers were merely borrowing the land from feudal lords, who in turn were borrowing the land from the emperor. The reform abolished this archaic system of land ownership, and began to allow landowners to use their property as a financial asset in collateral or other investment. This law was one of the first steps towards the development of capitalism in Japan, paralleling the English statute Quia Emptores enacted several centuries earlier.;;;;;;;;;;;;;
create_india_title;Grant India Home Rule;;;;;;;;;;;;;
create_india_desc;India is becoming too big and too troublesome to keep as a direct colony. In $CAPITAL$ a few key ministers proposed that we grant them home rule to placate Indian nationalism - while some local Indian rulers asked not to be integrated in India and continue under the protection of $COUNTRY$.;;;;;;;;;;;;;
accept_the_maltese_title;Accept the Maltese;;;;;;;;;;;;;
accept_the_maltese_desc;Despite our shared cultural ties, Malta has been a separate entity and dominated by British interests for a long time. Now that we own the island, we can start integration the process to make the Maltese an integral part of the great Italian nation.;;;;;;;;;;;;;
free_botswana_title;Release Botswana;;;;;;;;;;;;;
free_botswana_desc;Now that Rhodesia/Zimbabwe and South Africa are independent, so should be Botswana.;;;;;;;;;;;;;
flip_colonial_cores_title;Colonial Homeland;;;;;;;;;;;;;
flip_colonial_cores_desc;Our beloved homeland grows as more historical territories come back in our hands. We can't have it under colonial status - $COUNTRY$ territory will never be a colony.;;;;;;;;;;;;;
reject_pan_nationalism_title;Reject Pan-Nationalism;;;;;;;;;;;;;
reject_pan_nationalism_desc;There has been talk in the $COUNTRY_ADJ$ academia about uniting with our brothers in a greater country, forfeiting our independence in favour of a pan-nationalistic union. We have proved, however, that we are just fine on our own and that the destiny of $COUNTRY$ does not lie with other countries. To solidify this notion, several ministers in $CAPITAL$ have proposed a new curriculum to our education system, as well as a series of pieces in the media, that will help make the dreams of the $COUNTRY_ADJ$ people being part of a pan-nationalistic union a distant dream.;;;;;;;;;;;;;
the_congo_ccupation_expedition_title;The Congo Expedition;;;;;;;;;;;;;
the_congo_ccupation_expedition_desc;The occupation of the Congo is almost all done, with a few pockets of resistance left.;;;;;;;;;;;;;
turn_on_government_decisions_title;Show 'Government' Decisions;;;;;;;;;;;;;
turn_on_government_decisions_desc;This decision will show the "government decisions", decisions that are not commonly used and can be hidden to avoid clutter. These are:\n-Renovate the Academia\n-Enslave the Serfs\n-Turn Off Vassal Contribution Payments\n-Enable 'Return Cores' Decisions\n-Enable 'Release Vassals' decisions\n-Reform the Colonial Army\n-Increase Conscription Time\n-Reform the Local Government (Change a tag that doesn't exist and that you own their capital to have the same reforms)\n-Choose a Trade Policy\n-Direct No 1\n Dissolve the Upper House\nStart a Propaganda Campaign;;;;;;;;;;;;;
turn_off_government_decisions_title;Hide 'Government' Decisions;;;;;;;;;;;;;
turn_off_government_decisions_desc;This option will hide the following decisions:\n-Renovate the Academia\n-Enslave the Serfs\n-Turn Off Vassal Contribution Payments\n-Enable 'Return Cores' Decisions\n-Enable 'Release Vassals' decisions\n-Reform the Colonial Army\n-Increase Conscription Time\n-Reform the Local Government (Change a tag that doesn't exist and that you own their capital to have the same reforms)\n-Choose a Trade Policy\n-Direct No 1\n Dissolve the Upper House\nStart a Propaganda Campaign;;;;;;;;;;;;;
turn_on_organize_colony_decisions_title;Show 'Organize Colony' Decisions;;;;;;;;;;;;;
turn_on_organize_colony_decisions_desc;The decisions to organize colonial nations are hidden to unclutter the decisions tab.;;;;;;;;;;;;;
turn_off_organize_colony_decisions_title;Hide 'Organize Colony' Decisions;;;;;;;;;;;;;
turn_off_organize_colony_decisions_desc;Hide the decisions to organize colonial nations.;;;;;;;;;;;;;
italians_in_balkans_title;The Italian Diaspora;;;;;;;;;;;;;
italians_in_balkans_desc;Thorough the Renaissance and partly due to the Italian merchant republics great influence, the Italian people spread through parts of the Mediterranean and the Balkans. In the era of nationalism, however, these people are treated as second-class citizens or are looked upon with distrust. There have been calls, both in Italy as well as from Italians abroad, to extend Italian influence in these lands and safeguard the Italian people.;;;;;;;;;;;;;
insolvent_ai_still_in_debt_title;More Emergency Measures;;;;;;;;;;;;;
insolvent_ai_still_in_debt_desc;Our previous measures were not enough.;;;;;;;;;;;;;
insolvent_ai_debt_gone_title;Tax Relief;;;;;;;;;;;;;
insolvent_ai_debt_gone_desc;The situation with $COUNTRY$'s finances has been resolved... for now.;;;;;;;;;;;;;
insolvent_ai_cant_borrow_title;Emergency Measures;;;;;;;;;;;;;
insolvent_ai_cant_borrow_desc;We must impose stringent measures to handle our economic crisis.;;;;;;;;;;;;;
cleaning_after_international_zones_title;End of $COUNTRY$ International Zone;;;;;;;;;;;;;
cleaning_after_international_zones_desc;Ever since we gained more territory, the international zone in our country has been less and less recognize. A congress of the Great Powers now has removed out international zone status.;;;;;;;;;;;;;
core_heligoland_title;The $COUNTRY_ADJ$ Heligoland Claims;;;;;;;;;;;;;
core_heligoland_desc;The small North Sea island of Heligoland had become a British possession during the Napoleonic Wars, ceded formally by Denmark in the 1814 Treaty of Kiel. After the Unification of Germany the island became an object of desire for $COUNTRY$, as the few inhabitants of the Island were by and large Germans. Now with it firmly in our hands, no one can deny our claims to Heligoland.;;;;;;;;;;;;;
von_moltkes_staff_reforms_desc;In 1857 Helmuth von Moltke was appointed Chief of the Prussian General Staff, which he soon set about reforming. Among the ideas implemented by von Moltke were a department for historical studies, extensive wargaming exercises and a special department dedicated to cataloguing and studying the telegraph and railway networks of Prussia, and how they could be used to best effect in the event of war. The end result was that, by the time of the Franco-Prussian war, Prussia's General Staff was considered the most efficient in Europe, its methods soon becoming widely studied and adopted abroad. Moltke remained Chief of the Prussian Staff for the next 30 years, and is known as one of the most brilliant military strategists of the 19th century.;;;;;;;;;;;;;
disable_trade_policy_globally_title;Option: Disable Trade Policy Decisions;;;;;;;;;;;;;
disable_trade_policy_globally_desc;The trade policy decisions helps the AI save more money and help historically heavily protectionist countries (like the US, Russia) to do what they did historically and levy heavy tariffs on imports. They happen once every 10 years (sometimes they are rescinded earlier though) and the AI has full autonomy to pick one of the several choices (so no behaviour is guaranteed). If you'd like to disable this for some reason, you can do it with this option.;;;;;;;;;;;;;
option_localized_names_title;Option: Localized Province Names;;;;;;;;;;;;;
option_localized_names_desc;By default, province names use the English name if one exists. If you'd rather have names always be localized, this option will do this. Names will use the modern country language or the cultural majority. Preferably, both will be the same. This option is under construction and not finished, so if you have suggestions, I will add them.;;;;;;;;;;;;;
cash_crops_africa_title;Cash Crops and Mining;;;;;;;;;;;;;
cash_crops_africa_desc;Our new colonies would serve us much better if the natives gave up on subsistence farming. Through a series of investments destined to companies and private persons, we can nudge in our colonies production in a direct that suits us better.;;;;;;;;;;;;;
quality_coal_decision_title;Open the High-Quality Coal Mines;;;;;;;;;;;;;
quality_coal_decision_desc;We have several coal mines in our country that produce superior bituminous coal, lasting longer and producing more heat. Exploiting them will increase our coal production.;;;;;;;;;;;;;
end_of_natural_dyes_title;天然染料的终结？;;;;;;;;;;;;;
end_of_natural_dyes_desc;19世纪中叶人工合成染料的发现导致了天然染料市场的大规模衰退。在随着工业革命而兴起的纺织行业中，可以大规模生产的合成染料迅速取代了天然染料，并且不像天然染料，合成染料更加适合使用在之后发现的合成纤维上。天然染料的产业已经经历了连年的衰退，生产者已经很难卖出他们的产品。面对即将破产的危机，大多数染料生产者都在寻找新的财路。;;;;;;;;;;;;;
vassal_stop_paying_vassal_payments_title;停止向宗主国进贡;;;;;;;;;;;;;
vassal_stop_paying_vassal_payments_desc;我们的宗主国发出命令，允许我们停止对他们支付贡金。;;;;;;;;;;;;;
turn_off_vassal_payments_title;免除附庸贡税;;;;;;;;;;;;;
turn_off_vassal_payments_desc;我们的金库已经足够满了，内阁成员提出了免除我们的附庸（不包括次国家）向$COUNTRY$支付的贡税，这项减税措施将在短期内促进我们与他们的关系，但不会使我们的财务受益。;;;;;;;;;;;;;
turn_on_vassal_payments_title;要求附庸支付贡税;;;;;;;;;;;;;
turn_on_vassal_payments_desc;之前为附庸提供的减税措施已经结束了。为了维持$COUNTRY_ADJ$辉煌，我们需要$COUNTRY$的每一个附庸国担负起支付贡金的义务。;;;;;;;;;;;;;
specific_trade_policy_title;选择贸易政策;;;;;;;;;;;;;
specific_trade_policy_desc;虽然执政党自己有一个宽泛的贸易政策，但有几个经济思想学派在政府内竞争。采用贸易政策会降低设定关税的灵活性，但它将提高关税效率以及带来其他好处。\n\n\n注意：研究市场规范科技将会解锁更多选项。你可以在弹出事件中选择最后一个选项来在本局游戏中永久禁用这个决议。;;;;;;;;;;;;;
rescind_trade_policy_title;AI: Rescind Trade Policy;;;;;;;;;;;;;
rescind_trade_policy_desc;Our trade policy, or our neighbor's, no longer correspond to the ruling party wishes.;;;;;;;;;;;;;
chile_treaty_of_peace_and_friendship_title;安托法加斯塔边境条约;;;;;;;;;;;;;
chile_treaty_of_peace_and_friendship_desc;我们已经为安托法加斯塔流了很多血，现在相关国家愿意坐下来讨论这个问题了。在国际社会的帮助和仲裁下，我们起草了一份提案，我们将向涉事各方各支付60,000¤ 作为赔偿，赔款将在未来的几年中分期支付，每次支付总数的一半。作为回报，他们会放弃对安托法加斯塔地区的宣称。我们在安托法加斯塔占据的所有没有$COUNTRY$宣称的地区都会被归还原主，安托法加斯塔地区以外的宣称则会交由国际仲裁。;;;;;;;;;;;;;
name_oslo_title;重命名克里斯蒂安尼亚;;;;;;;;;;;;;
name_oslo_desc;在1624年国王克里斯蒂安四世统治期间被一场大火摧毁后，这座当时被称为奥斯陆的城市被移动到了更接近阿克斯胡斯城堡的位置，并以国王的名字被重新命名为克里斯蒂安尼亚。随着岁月的流逝，政府中的许多人都觉得源自古挪威语的原始名称代表了这座城市的遗产，而不是一位老君主的名字。;;;;;;;;;;;;;
january_uprising_victory_title;波兰起义胜利;;;;;;;;;;;;;
january_uprising_victory_desc;最近起义的成功意味着波兰终于作为一个独立的主权国家被认可。我们被外国统治的时代结束了。;;;;;;;;;;;;;
copenhagen_convention_title;呼吁就丹麦海峡问题召开会议;;;;;;;;;;;;;
copenhagen_convention_desc;松德海峡通行税在1429年被国王波美拉尼亚的埃里克启用，一直生效至今。所有通过丹麦海峡的贸易都需要支付通行税，这一壁垒对我们在这一地区的商贸造成了损害。我们可以召开一场会议以永远解决这一问题，只要我们有足够的钱作为赔偿以及作为担保人保证赔款会正常支付。;;;;;;;;;;;;;
abolish_sound_dues_title;废除松德海峡通行税;;;;;;;;;;;;;
abolish_sound_dues_desc;丹麦人拒绝废除丹麦海峡的通行税，但现在他们别无选择了。我们有能力结束他们对波罗的海的把持。;;;;;;;;;;;;;
take_corrients_title;科连特斯和恩特雷里奥斯;;;;;;;;;;;;;
take_corrients_desc;科连特斯省和恩特雷里奥斯省一直关系紧密。现在，随着科连特斯的叛乱和我们对该省的征服，恩特雷里奥斯的省长做出了一些政治行动，将那里置于他的影响之下。;;;;;;;;;;;;;
declaration_of_independence_title;$COUNTRY_ADJ$独立宣言;;;;;;;;;;;;;
declaration_of_independence_desc;我们事实上是一个独立国家，尽管其他国家不承认这一点。我们现在有能力永远地宣布独立，被承认为一个完整的主权国家，没有其他国家可以宣称我们的领土。;;;;;;;;;;;;;
substate_nation;次国家;;;;;;;;;;;;;
monthly_substate_payment_title;年度贡金;;;;;;;;;;;;;
monthly_substate_payment_desc;作为附庸国，我们被强制向宗主国进贡。;;;;;;;;;;;;;
claim_arab_coast_title;宣称阿拉伯海岸;;;;;;;;;;;;;
claim_arab_coast_desc;在苏伊士海峡开通后，来自波斯湾的贸易越来越有价值。在该地区施加更多的权力和影响力对我们来说尤为重要。阿拉伯半岛被沙特和拉希德家族所分割，我们应该可以轻易地在他们的海岸线上获取一个港口。;;;;;;;;;;;;;
claim_bahrain_title;宣称巴林;;;;;;;;;;;;;
claim_bahrain_desc;波斯湾上的这个小岛长久以来都被阿拉伯家族和小谢赫国们掌控着。他们的边界一直都在变动，我国统治者历史上也不止一次宣称过这一地区。我们是时候再次宣称我们的土地并征服这个半岛了。;;;;;;;;;;;;;
basotho_asks_for_protection_title;寻求保护;;;;;;;;;;;;;
basotho_asks_for_protection_desc;我们的国家已经与过去不同了，现在周围强敌环伺，我们国内的一些人相信为了我们的生存，我们必须放弃独立并寻求保护，作为开普殖民地的附属国。;;;;;;;;;;;;;
montenegro_borders_title;黑山的边境;;;;;;;;;;;;;
